"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"fielderAIDecideWhatRunnerToTarget","806df130","Function","Global","User Defined","2","0"
"throwHome","806dfb40","Instruction Label","Global","User Defined","4","0"
"checkOverrideReasonsAndEndFunction","806e0a50","Instruction Label","Global","User Defined","32","0"
"FUN_806e0fd0","806e0fd0","Function","Global","Default","0","0"
"fielderAIWeirdSituation","806e10dc","Function","Global","User Defined","1","0"
"canThrowOutRunnerWhoNeedsToTagUp","806e12c0","Function","Global","User Defined","1","0"
"throwOutRunnerTaggingUpInd","806e1498","Function","Global","User Defined","1","0"
"genericPlayOnRunnerOffBase","806e1658","Function","Global","User Defined","1","0"
"FUN_806e19f0","806e19f0","Function","Global","Default","0","0"
"FUN_806e1c00","806e1c00","Function","Global","Default","0","0"
"FUN_806e1d30","806e1d30","Function","Global","Default","0","0"
"FUN_806e1e70","806e1e70","Function","Global","Default","0","0"
"FUN_806e206c","806e206c","Function","Global","Default","0","0"
"FUN_806e227c","806e227c","Function","Global","Default","0","0"
"FUN_806e234c","806e234c","Function","Global","Default","0","0"
"fielderAIOutfieldPlayAttemptInd","806e2408","Function","Global","User Defined","1","0"
"fielderAIChaseRunner?","806e2d54","Function","Global","User Defined","4","0"
"FUN_806e31ec","806e31ec","Function","Global","Default","0","0"
"FUN_806e327c","806e327c","Function","Global","Default","7","0"
"fielderAIMakePlay","806e3734","Function","Global","User Defined","86","0"
"fieldingAIPlayStrategy","806e3aa4","Function","Global","User Defined","1","0"
"FUN_806e3f50","806e3f50","Function","Global","Default","0","0"
"throwTimeToBase?","806e3fe4","Function","Global","User Defined","1","0"
"runnerTimeToCoverBase","806e4798","Function","Global","User Defined","1","0"
"fieldingAIThrowOrChase","806e4be0","Function","Global","User Defined","1","0"
"EndFunction","806e5438","Instruction Label","Global","User Defined","29","0"
"howManyFramesTheRunnerIsOutOfReach","806e5478","Function","Global","User Defined","7","0"
"FUN_806e587c","806e587c","Function","Global","Default","0","0"
"estimatedThrowFramesBetweenTwoPoints?","806e58a4","Function","Global","User Defined","16","0"
"FUN_806e5b50","806e5b50","Function","Global","Default","2","0"
"tagRelated","806e5f2c","Function","Global","User Defined","1","0"
"tagOutValues","806e60d4","Function","Global","User Defined","1","0"
"loop","806e63c8","Instruction Label","Global","User Defined","1","0"
"breakLoop","806e662c","Instruction Label","Global","User Defined","1","0"
"preEndFun","806e6658","Instruction Label","Global","User Defined","8","0"
"endFun","806e672c","Instruction Label","Global","User Defined","9","0"
"fielderHasBall","806e6748","Function","Global","User Defined","1","0"
"checkForBufferedThrow","806e6d1c","Function","Global","User Defined","4","0"
"fielderControl-classifyControlStickDirection","806e6f8c","Function","Global","User Defined","1","0"
"setRunnerChasingAfter?","806e7108","Function","Global","User Defined","2","0"
"fielderChasingAI?","806e73cc","Function","Global","User Defined","0","0"
"runnerTagUpOrBatterTo1B","806e750c","Function","Global","User Defined","2","0"
"maybeUnused_SetThrowSpeedType2","806e765c","Function","Global","User Defined","0","0"
"FUN_SetThrowSpeedType","806e7a68","Function","Global","User Defined","1","0"
"LAB_ThrowSpeedChosen","806e83c4","Instruction Label","Global","User Defined","22","0"
"knockBallLoose","806e83e8","Function","Global","User Defined","3","0"
"fielderBodyCheck_setStatus+Pos+Velo","806e8790","Function","Global","User Defined","3","0"
"fielderKnockback","806e8a18","Function","Global","User Defined","2","0"
"setFielder215","806e8d08","Function","Global","User Defined","0","0"
"autoMovement10_HasBall","806e8db4","Function","Global","User Defined","1","0"
"humanInput","806e8f74","Instruction Label","Global","User Defined","3","0"
"endFun/NoThrow","806e99fc","Instruction Label","Global","User Defined","7","0"
"FUN_806e9ad0","806e9ad0","Function","Global","Default","0","0"
"setCutoffThrowTargetLocation","806ea084","Function","Global","User Defined","1","0"
"FUN_806ea5e8","806ea5e8","Function","Global","Default","0","0"
"initializeThrowAngle&Speed&Length","806ea644","Function","Global","User Defined","2","0"
"switchD","806ea9e8","Instruction Label","switchD_806ea9e8","Analysis","0","0"
"caseD_0","806ea9ec","Instruction Label","switchD_806ea9e8","Analysis","2","0"
"caseD_1","806ea9fc","Instruction Label","switchD_806ea9e8","Analysis","2","0"
"caseD_2","806eaa0c","Instruction Label","switchD_806ea9e8","Analysis","2","0"
"caseD_4","806eaa1c","Instruction Label","switchD_806ea9e8","Analysis","2","0"
"caseD_5","806eaa2c","Instruction Label","switchD_806ea9e8","Analysis","2","0"
"caseD_6","806eaa3c","Instruction Label","switchD_806ea9e8","Analysis","2","0"
"caseD_7","806eaa4c","Instruction Label","switchD_806ea9e8","Analysis","2","0"
"caseD_8","806eaa8c","Instruction Label","switchD_806ea9e8","Analysis","2","0"
"caseD_9","806eaaa4","Instruction Label","switchD_806ea9e8","Analysis","2","0"
"caseD_3","806eaaac","Instruction Label","switchD_806ea9e8","Analysis","14","0"
"caseD_a","806eaaac","Instruction Label","switchD_806ea9e8","Analysis","0","0"
"calculateThrowAngle","806eabd8","Instruction Label","Global","User Defined","4","0"
"makeThrowVariables","806eae64","Function","Global","User Defined","1","0"
"FUN_806eba8c","806eba8c","Function","Global","Default","0","0"
"howToPlayScreen?","806ebb8c","Function","Global","User Defined","3","0"
"switchD","806ebbc4","Instruction Label","switchD_806ebbc4","Analysis","0","0"
"caseD_0","806ebbc8","Instruction Label","switchD_806ebbc4","Analysis","2","0"
"caseD_2","806ebbec","Instruction Label","switchD_806ebbc4","Analysis","2","0"
"caseD_3","806ebc00","Instruction Label","switchD_806ebbc4","Analysis","2","0"
"caseD_4","806ebc2c","Instruction Label","switchD_806ebbc4","Analysis","2","0"
"caseD_5","806ebd1c","Instruction Label","switchD_806ebbc4","Analysis","2","0"
"caseD_6","806ebd48","Instruction Label","switchD_806ebbc4","Analysis","2","0"
"caseD_1","806ebdb8","Instruction Label","switchD_806ebbc4","Analysis","13","0"
"controlOptionsMenu","806ebdcc","Function","Global","User Defined","3","0"
"pauseMenuControl","806ec1f8","Function","Global","User Defined","0","0"
"switchD","806ec22c","Instruction Label","switchD_806ec22c","Analysis","0","0"
"caseD_0","806ec230","Instruction Label","switchD_806ec22c","Analysis","2","0"
"caseD_1","806ec280","Instruction Label","switchD_806ec22c","Analysis","2","0"
"caseD_2","806ec294","Instruction Label","switchD_806ec22c","Analysis","2","0"
"caseD_3","806ec2ac","Instruction Label","switchD_806ec22c","Analysis","2","0"
"caseD_4","806ec2b4","Instruction Label","switchD_806ec22c","Analysis","2","0"
"caseD_5","806ec2c8","Instruction Label","switchD_806ec22c","Analysis","2","0"
"caseD_6","806ec2e0","Instruction Label","switchD_806ec22c","Analysis","2","0"
"caseD_7","806ec324","Instruction Label","switchD_806ec22c","Analysis","11","0"
"FUN_806ec334","806ec334","Function","Global","Default","0","0"
"positionSwapScreenInputs","806ec450","Function","Global","User Defined","1","0"
"switchD","806ec494","Instruction Label","switchD_806ec494","Analysis","0","0"
"caseD_0","806ec498","Instruction Label","switchD_806ec494","Analysis","2","0"
"caseD_1","806ec4c8","Instruction Label","switchD_806ec494","Analysis","2","0"
"caseD_2","806ec4e0","Instruction Label","switchD_806ec494","Analysis","2","0"
"caseD_3","806ec50c","Instruction Label","switchD_806ec494","Analysis","2","0"
"caseD_4","806ec63c","Instruction Label","switchD_806ec494","Analysis","2","0"
"caseD_5","806ec654","Instruction Label","switchD_806ec494","Analysis","2","0"
"caseD_6","806ec684","Instruction Label","switchD_806ec494","Analysis","2","0"
"caseD_7","806ec6b8","Instruction Label","switchD_806ec494","Analysis","14","0"
"positionSwap","806ec960","Function","Global","User Defined","2","0"
"switchD","806ec994","Instruction Label","switchD_806ec994","Analysis","0","0"
"caseD_0","806ec998","Instruction Label","switchD_806ec994","Analysis","2","0"
"caseD_2","806eca0c","Instruction Label","switchD_806ec994","Analysis","2","0"
"caseD_3","806eca20","Instruction Label","switchD_806ec994","Analysis","2","0"
"caseD_4","806eca38","Instruction Label","switchD_806ec994","Analysis","2","0"
"caseD_5","806eca40","Instruction Label","switchD_806ec994","Analysis","2","0"
"caseD_6","806eca54","Instruction Label","switchD_806ec994","Analysis","2","0"
"caseD_1","806ecac0","Instruction Label","switchD_806ec994","Analysis","11","0"
"FUN_806ecad0","806ecad0","Function","Global","Default","1","0"
"FUN_806ecf70","806ecf70","Function","Global","Default","1","0"
"FUN_806ed3c8","806ed3c8","Function","Global","Default","1","0"
"switchD","806ed41c","Instruction Label","switchD_806ed41c","Analysis","0","0"
"caseD_0","806ed420","Instruction Label","switchD_806ed41c","Analysis","2","0"
"caseD_1","806ed4e8","Instruction Label","switchD_806ed41c","Analysis","2","0"
"caseD_2","806ed500","Instruction Label","switchD_806ed41c","Analysis","2","0"
"caseD_3","806ed518","Instruction Label","switchD_806ed41c","Analysis","2","0"
"caseD_4","806ed568","Instruction Label","switchD_806ed41c","Analysis","2","0"
"caseD_5","806ed5c4","Instruction Label","switchD_806ed41c","Analysis","2","0"
"caseD_6","806ed5dc","Instruction Label","switchD_806ed41c","Analysis","2","0"
"caseD_7","806ed6d0","Instruction Label","switchD_806ed41c","Analysis","2","0"
"caseD_8","806ed718","Instruction Label","switchD_806ed41c","Analysis","2","0"
"FUN_806ed804","806ed804","Function","Global","Default","0","0"
"FUN_806ed994","806ed994","Function","Global","Default","1","0"
"FUN_806edce4","806edce4","Function","Global","Default","1","0"
"switchD","806edd38","Instruction Label","switchD_806edd38","Analysis","0","0"
"caseD_0","806edd3c","Instruction Label","switchD_806edd38","Analysis","2","0"
"caseD_1","806edd74","Instruction Label","switchD_806edd38","Analysis","2","0"
"caseD_2","806edd8c","Instruction Label","switchD_806edd38","Analysis","2","0"
"caseD_3","806edda4","Instruction Label","switchD_806edd38","Analysis","2","0"
"caseD_4","806eddf4","Instruction Label","switchD_806edd38","Analysis","2","0"
"caseD_5","806ede50","Instruction Label","switchD_806edd38","Analysis","2","0"
"caseD_6","806ede68","Instruction Label","switchD_806edd38","Analysis","2","0"
"caseD_7","806edf58","Instruction Label","switchD_806edd38","Analysis","2","0"
"caseD_8","806edfa0","Instruction Label","switchD_806edd38","Analysis","2","0"
"loadPauseMenu?","806ee1a0","Function","Global","User Defined","1","0"
"FUN_806ee4bc","806ee4bc","Function","Global","Default","0","0"
"pauseMenuControl","806ee638","Function","Global","User Defined","1","0"
"switchD","806ee750","Instruction Label","switchD_806ee750","Analysis","0","0"
"caseD_1","806ee754","Instruction Label","switchD_806ee750","Analysis","2","0"
"caseD_2","806ee75c","Instruction Label","switchD_806ee750","Analysis","2","0"
"caseD_3","806ee764","Instruction Label","switchD_806ee750","Analysis","2","0"
"caseD_4","806ee76c","Instruction Label","switchD_806ee750","Analysis","4","0"
"caseD_7","806ee76c","Instruction Label","switchD_806ee750","Analysis","0","0"
"caseD_8","806ee76c","Instruction Label","switchD_806ee750","Analysis","0","0"
"caseD_5","806ee774","Instruction Label","switchD_806ee750","Analysis","2","0"
"switchD","806ee794","Instruction Label","switchD_806ee794","Analysis","0","0"
"caseD_0","806ee798","Instruction Label","switchD_806ee794","Analysis","2","0"
"caseD_1","806ee7e8","Instruction Label","switchD_806ee794","Analysis","2","0"
"caseD_2","806ee7fc","Instruction Label","switchD_806ee794","Analysis","2","0"
"caseD_3","806ee814","Instruction Label","switchD_806ee794","Analysis","2","0"
"caseD_4","806ee81c","Instruction Label","switchD_806ee794","Analysis","2","0"
"caseD_5","806ee830","Instruction Label","switchD_806ee794","Analysis","2","0"
"caseD_6","806ee848","Instruction Label","switchD_806ee794","Analysis","2","0"
"caseD_6","806ee868","Instruction Label","switchD_806ee750","Analysis","2","0"
"caseD_9","806ee870","Instruction Label","switchD_806ee750","Analysis","2","0"
"caseD_a","806ee878","Instruction Label","switchD_806ee750","Analysis","2","0"
"caseD_b","806ee9e8","Instruction Label","switchD_806ee750","Analysis","4","0"
"caseD_e","806ee9e8","Instruction Label","switchD_806ee750","Analysis","0","0"
"caseD_f","806ee9e8","Instruction Label","switchD_806ee750","Analysis","0","0"
"caseD_c","806ee9f0","Instruction Label","switchD_806ee750","Analysis","2","0"
"switchD","806eea10","Instruction Label","switchD_806eea10","Analysis","0","0"
"caseD_0","806eea14","Instruction Label","switchD_806eea10","Analysis","2","0"
"caseD_1","806eea64","Instruction Label","switchD_806eea10","Analysis","2","0"
"caseD_2","806eea78","Instruction Label","switchD_806eea10","Analysis","2","0"
"caseD_3","806eea90","Instruction Label","switchD_806eea10","Analysis","2","0"
"caseD_4","806eea98","Instruction Label","switchD_806eea10","Analysis","2","0"
"caseD_5","806eeaac","Instruction Label","switchD_806eea10","Analysis","2","0"
"caseD_6","806eeac4","Instruction Label","switchD_806eea10","Analysis","2","0"
"caseD_d","806eeae4","Instruction Label","switchD_806ee750","Analysis","2","0"
"caseD_0","806eeae8","Instruction Label","switchD_806ee750","Analysis","33","0"
"caseD_7","806eeae8","Instruction Label","switchD_806ee794","Analysis","0","0"
"caseD_7","806eeae8","Instruction Label","switchD_806eea10","Analysis","0","0"
"transitionToPauseScreen","806eeaf8","Function","Global","User Defined","1","0"
"match_checkForPause","806eebf8","Function","Global","User Defined","1","0"
"FUN_806eee14","806eee14","Function","Global","Default","6","0"
"setPausedTo0AndOtherStateVars","806eee38","Function","Global","User Defined","2","0"
"FUN_806eee54","806eee54","Function","Global","Default","0","0"
"practiceRelatedPostPlay","806eeea0","Function","practice","User Defined","2","0"
"guidedPracticeRelated","806ef0d0","Function","practice","User Defined","2","0"
"unused?","806ef274","Function","practice","User Defined","0","0"
"someBattingPitchingCallFuns","806ef2f0","Function","Global","User Defined","0","0"
"battingPracticeRelated","806ef33c","Function","Global","User Defined","3","0"
"FUN_806ef484","806ef484","Function","Global","Default","0","0"
"unused?","806ef4f8","Function","practice","User Defined","0","0"
"battingPracticeSomething","806ef600","Function","Global","User Defined","3","0"
"battingPracticeSwitcher","806ef908","Function","Global","User Defined","1","0"
"switchD","806ef93c","Instruction Label","switchD_806ef93c","Analysis","0","0"
"caseD_0","806ef940","Instruction Label","switchD_806ef93c","Analysis","2","0"
"caseD_1","806efa2c","Instruction Label","switchD_806ef93c","Analysis","2","0"
"caseD_2","806efa44","Instruction Label","switchD_806ef93c","Analysis","2","0"
"caseD_3","806efa74","Instruction Label","switchD_806ef93c","Analysis","2","0"
"caseD_4","806efa8c","Instruction Label","switchD_806ef93c","Analysis","2","0"
"caseD_7","806efaa4","Instruction Label","switchD_806ef93c","Analysis","2","0"
"caseD_5","806efb0c","Instruction Label","switchD_806ef93c","Analysis","14","0"
"caseD_6","806efb0c","Instruction Label","switchD_806ef93c","Analysis","0","0"
"FUN_806efb1c","806efb1c","Function","Global","Default","0","0"
"battingPracticeControl","806efb40","Function","Global","User Defined","1","0"
"fieldingPractice_setHitVariables","806efbf0","Function","Global","User Defined","2","0"
"batterAI_buntForPractice","806efd88","Function","Global","User Defined","2","0"
"fieldingPracticeAISwingDecision","806efdc0","Function","Global","User Defined","1","0"
"FUN_806efe44","806efe44","Function","Global","Default","0","0"
"practice_fieldingRelated","806efe94","Function","Global","User Defined","2","0"
"FUN_806f01b4","806f01b4","Function","Global","Default","0","0"
"FUN_806f0200","806f0200","Function","Global","Default","0","0"
"unused","806f0264","Function","Global","User Defined","0","0"
"unused","806f038c","Function","Global","User Defined","0","0"
"practiceRelatedUnused?","806f0504","Function","practice","User Defined","0","0"
"fieldingPracticeInitialization?","806f060c","Function","Global","User Defined","3","0"
"fieldingPracticeRelated","806f0ac4","Function","practice","User Defined","1","0"
"switchD","806f0afc","Instruction Label","switchD_806f0afc","Analysis","0","0"
"caseD_0","806f0b00","Instruction Label","switchD_806f0afc","Analysis","2","0"
"caseD_1","806f0ba8","Instruction Label","switchD_806f0afc","Analysis","2","0"
"caseD_2","806f0bc0","Instruction Label","switchD_806f0afc","Analysis","2","0"
"caseD_3","806f0bd8","Instruction Label","switchD_806f0afc","Analysis","2","0"
"caseD_4","806f0bf0","Instruction Label","switchD_806f0afc","Analysis","2","0"
"caseD_7","806f0c08","Instruction Label","switchD_806f0afc","Analysis","2","0"
"caseD_5","806f0c4c","Instruction Label","switchD_806f0afc","Analysis","13","0"
"caseD_6","806f0c4c","Instruction Label","switchD_806f0afc","Analysis","0","0"
"FUN_806f0c60","806f0c60","Function","Global","Default","0","0"
"fieldingPracticeControl","806f0ca8","Function","Global","User Defined","1","0"
"loadGuidedPractice","806f0d44","Function","Global","User Defined","4","0"
"FUN_806f0e38","806f0e38","Function","Global","Default","12","0"
"playPracticeCPUInputs","806f0e64","Function","Global","User Defined","1","0"
"command0x1100","806f12c0","Instruction Label","Global","User Defined","2","0"
"command0x1400","806f130c","Instruction Label","Global","User Defined","2","0"
"setUpPlayerTryingSkill","806f15e0","Function","practice","User Defined","4","0"
"practice_giveAndDemonstrateInstructions","806f16c4","Function","practice","User Defined","4","0"
"FUN_806f17e0","806f17e0","Function","Global","Default","0","0"
"practiceRelatedInit","806f1838","Function","practice","User Defined","5","0"
"practice_pause_unloadPauseMenu?","806f193c","Function","Global","User Defined","1","0"
"switchD","806f1990","Instruction Label","switchD_806f1990","Analysis","0","0"
"caseD_0","806f1994","Instruction Label","switchD_806f1990","Analysis","2","0"
"caseD_1","806f19b0","Instruction Label","switchD_806f1990","Analysis","2","0"
"caseD_2","806f19d8","Instruction Label","switchD_806f1990","Analysis","2","0"
"caseD_3","806f19f0","Instruction Label","switchD_806f1990","Analysis","2","0"
"caseD_4","806f19fc","Instruction Label","switchD_806f1990","Analysis","2","0"
"caseD_5","806f1a1c","Instruction Label","switchD_806f1990","Analysis","2","0"
"caseD_6","806f1ae8","Instruction Label","switchD_806f1990","Analysis","2","0"
"caseD_7","806f1af4","Instruction Label","switchD_806f1990","Analysis","2","0"
"caseD_8","806f1b20","Instruction Label","switchD_806f1990","Analysis","18","0"
"FUN_806f1b34","806f1b34","Function","Global","Default","1","0"
"practicePauseRelated","806f1eb4","Function","practice","User Defined","1","0"
"switchD","806f1fcc","Instruction Label","switchD_806f1fcc","Analysis","0","0"
"caseD_0","806f1fd0","Instruction Label","switchD_806f1fcc","Analysis","2","0"
"caseD_1","806f2038","Instruction Label","switchD_806f1fcc","Analysis","2","0"
"caseD_2","806f2050","Instruction Label","switchD_806f1fcc","Analysis","2","0"
"caseD_3","806f2058","Instruction Label","switchD_806f1fcc","Analysis","2","0"
"caseD_4","806f2060","Instruction Label","switchD_806f1fcc","Analysis","2","0"
"caseD_5","806f207c","Instruction Label","switchD_806f1fcc","Analysis","2","0"
"caseD_6","806f209c","Instruction Label","switchD_806f1fcc","Analysis","2","0"
"caseD_7","806f20c8","Instruction Label","switchD_806f1fcc","Analysis","3","0"
"caseD_9","806f20c8","Instruction Label","switchD_806f1fcc","Analysis","0","0"
"caseD_8","806f2184","Instruction Label","switchD_806f1fcc","Analysis","2","0"
"caseD_a","806f21b0","Instruction Label","switchD_806f1fcc","Analysis","2","0"
"caseD_b","806f21dc","Instruction Label","switchD_806f1fcc","Analysis","2","0"
"caseD_c","806f221c","Instruction Label","switchD_806f1fcc","Analysis","2","0"
"caseD_d","806f2294","Instruction Label","switchD_806f1fcc","Analysis","2","0"
"caseD_e","806f2300","Instruction Label","switchD_806f1fcc","Analysis","26","0"
"practice_checkForPause","806f234c","Function","Global","User Defined","11","0"
"practiceMenuLogic","806f24dc","Function","Global","User Defined","1","0"
"practiceLogicRelatedPause","806f26b4","Function","practice","User Defined","4","0"
"switchD","806f27f0","Instruction Label","switchD_806f27f0","Analysis","0","0"
"caseD_0","806f27f4","Instruction Label","switchD_806f27f0","Analysis","2","0"
"caseD_1","806f285c","Instruction Label","switchD_806f27f0","Analysis","2","0"
"caseD_2","806f2874","Instruction Label","switchD_806f27f0","Analysis","2","0"
"caseD_4","806f2884","Instruction Label","switchD_806f27f0","Analysis","3","0"
"caseD_a","806f2884","Instruction Label","switchD_806f27f0","Analysis","0","0"
"caseD_5","806f28a0","Instruction Label","switchD_806f27f0","Analysis","3","0"
"caseD_b","806f28a0","Instruction Label","switchD_806f27f0","Analysis","0","0"
"caseD_6","806f2924","Instruction Label","switchD_806f27f0","Analysis","2","0"
"caseD_7","806f293c","Instruction Label","switchD_806f27f0","Analysis","2","0"
"caseD_c","806f29c0","Instruction Label","switchD_806f27f0","Analysis","2","0"
"caseD_d","806f2a38","Instruction Label","switchD_806f27f0","Analysis","2","0"
"caseD_3","806f2aa4","Instruction Label","switchD_806f27f0","Analysis","23","0"
"caseD_8","806f2aa4","Instruction Label","switchD_806f27f0","Analysis","0","0"
"caseD_9","806f2aa4","Instruction Label","switchD_806f27f0","Analysis","0","0"
"FUN_806f2abc","806f2abc","Function","Global","Default","8","0"
"transitionToPlayerControl","806f2ae0","Function","practice","User Defined","3","0"
"practiceRelatedReset","806f2c04","Function","practice","User Defined","6","0"
"baserunningPracticeRelated","806f2c64","Function","practice","User Defined","2","0"
"setTutorialState","806f2d0c","Function","Global","User Defined","14","0"
"updatePracticeTransitionState","806f2d28","Function","Global","User Defined","48","0"
"switchSecondaryGameMode","806f2d40","Function","Global","User Defined","9","0"
"practice_relatedToSettingCharacters","806f2d68","Function","practice","User Defined","7","0"
"practiceLoadingRelatedMaybe","806f307c","Function","practice","User Defined","0","0"
"practice_loadCharacter","806f31b8","Function","Global","User Defined","22","0"
"practice_loadCharacterData","806f333c","Function","Global","User Defined","3","0"
"loadPracticeScreen","806f347c","Function","Global","User Defined","1","0"
"practiceSimulation","806f38c0","Function","Global","User Defined","1","0"
"switchD","806f39a0","Instruction Label","switchD_806f39a0","Analysis","0","0"
"caseD_12","806f39a4","Instruction Label","switchD_806f39a0","Analysis","2","0"
"caseD_a","806f39ac","Instruction Label","switchD_806f39a0","Analysis","2","0"
"caseD_b","806f39b4","Instruction Label","switchD_806f39a0","Analysis","2","0"
"caseD_c","806f39bc","Instruction Label","switchD_806f39a0","Analysis","2","0"
"fieldingPractice","806f39c4","Instruction Label","switchD_806f39a0","User Defined","2","0"
"caseD_e","806f39cc","Instruction Label","switchD_806f39a0","Analysis","2","0"
"caseD_f","806f39d4","Instruction Label","switchD_806f39a0","Analysis","3","0"
"caseD_10","806f39d4","Instruction Label","switchD_806f39a0","Analysis","0","0"
"caseD_11","806f39dc","Instruction Label","switchD_806f39a0","Analysis","2","0"
"caseD_9","806f39e4","Instruction Label","switchD_806f39a0","Analysis","9","0"
"FUN_806f3a68","806f3a68","Function","Global","Default","1","0"
"practiceRelatedMenu","806f3cd4","Function","practice","User Defined","1","0"
"switchD","806f3d5c","Instruction Label","switchD_806f3d5c","Analysis","0","0"
"caseD_0","806f3d60","Instruction Label","switchD_806f3d5c","Analysis","2","0"
"caseD_1","806f3ef0","Instruction Label","switchD_806f3d5c","Analysis","2","0"
"caseD_2","806f3fb4","Instruction Label","switchD_806f3d5c","Analysis","2","0"
"caseD_3","806f4004","Instruction Label","switchD_806f3d5c","Analysis","2","0"
"caseD_4","806f4054","Instruction Label","switchD_806f3d5c","Analysis","2","0"
"caseD_5","806f40ac","Instruction Label","switchD_806f3d5c","Analysis","2","0"
"caseD_6","806f40c8","Instruction Label","switchD_806f3d5c","Analysis","2","0"
"caseD_7","806f4100","Instruction Label","switchD_806f3d5c","Analysis","12","0"
"unref","806f4124","Function","Global","User Defined","0","0"
"practice_subMenu_stateHandling","806f4278","Function","Global","User Defined","1","0"
"switchD","806f42b0","Instruction Label","switchD_806f42b0","Analysis","0","0"
"caseD_0","806f42b4","Instruction Label","switchD_806f42b0","Analysis","2","0"
"caseD_1","806f43e0","Instruction Label","switchD_806f42b0","Analysis","2","0"
"caseD_2","806f4404","Instruction Label","switchD_806f42b0","Analysis","2","0"
"caseD_3","806f4538","Instruction Label","switchD_806f42b0","Analysis","2","0"
"caseD_4","806f454c","Instruction Label","switchD_806f42b0","Analysis","2","0"
"caseD_5","806f4658","Instruction Label","switchD_806f42b0","Analysis","2","0"
"caseD_6","806f4670","Instruction Label","switchD_806f42b0","Analysis","2","0"
"caseD_7","806f4684","Instruction Label","switchD_806f42b0","Analysis","2","0"
"caseD_8","806f46b0","Instruction Label","switchD_806f42b0","Analysis","22","0"
"notReferenced","806f4728","Function","Global","User Defined","0","0"
"practice_mainMenu_stateHandling","806f48ac","Function","practice","User Defined","1","0"
"switchD","806f48e4","Instruction Label","switchD_806f48e4","Analysis","0","0"
"caseD_0","806f48e8","Instruction Label","switchD_806f48e4","Analysis","2","0"
"caseD_1","806f492c","Instruction Label","switchD_806f48e4","Analysis","2","0"
"caseD_2","806f494c","Instruction Label","switchD_806f48e4","Analysis","2","0"
"caseD_3","806f4964","Instruction Label","switchD_806f48e4","Analysis","2","0"
"caseD_4","806f497c","Instruction Label","switchD_806f48e4","Analysis","2","0"
"caseD_5","806f4ae8","Instruction Label","switchD_806f48e4","Analysis","2","0"
"caseD_6","806f4b00","Instruction Label","switchD_806f48e4","Analysis","2","0"
"caseD_7","806f4c0c","Instruction Label","switchD_806f48e4","Analysis","2","0"
"caseD_8","806f4c8c","Instruction Label","switchD_806f48e4","Analysis","2","0"
"caseD_9","806f4d00","Instruction Label","switchD_806f48e4","Analysis","27","0"
"unused?MaybePractice","806f4d48","Function","Global","User Defined","0","0"
"FUN_806f4de0","806f4de0","Function","Global","Default","4","0"
"practiceMenu","806f4e0c","Function","Global","User Defined","1","0"
"FUN_806f5010","806f5010","Function","Global","Default","0","0"
"unused","806f5184","Function","Global","User Defined","0","0"
"unused","806f5254","Function","Global","User Defined","0","0"
"practiceRelUnuse?","806f53b4","Function","practice","User Defined","0","0"
"pitchingPractice_BaseballControl","806f54d4","Function","Global","User Defined","3","0"
"pitchingPracticeRelated","806f5a28","Function","practice","User Defined","1","0"
"switchD","806f5a60","Instruction Label","switchD_806f5a60","Analysis","0","0"
"caseD_0","806f5a64","Instruction Label","switchD_806f5a60","Analysis","2","0"
"caseD_1","806f5b34","Instruction Label","switchD_806f5a60","Analysis","2","0"
"caseD_2","806f5b58","Instruction Label","switchD_806f5a60","Analysis","2","0"
"caseD_4","806f5b70","Instruction Label","switchD_806f5a60","Analysis","2","0"
"caseD_7","806f5b88","Instruction Label","switchD_806f5a60","Analysis","2","0"
"caseD_3","806f5bf0","Instruction Label","switchD_806f5a60","Analysis","13","0"
"caseD_5","806f5bf0","Instruction Label","switchD_806f5a60","Analysis","0","0"
"caseD_6","806f5bf0","Instruction Label","switchD_806f5a60","Analysis","0","0"
"FUN_806f5c04","806f5c04","Function","Global","Default","0","0"
"pitchingPracticeControl","806f5c38","Function","Global","User Defined","1","0"
"FUN_806f5ce4","806f5ce4","Function","Global","Default","0","0"
"FUN_806f5d30","806f5d30","Function","Global","Default","0","0"
"FUN_806f5e14","806f5e14","Function","Global","Default","0","0"
"unused","806f5f2c","Function","Global","User Defined","0","0"
"unused","806f6000","Function","Global","User Defined","0","0"
"practiceRelatedUnused?","806f6110","Function","practice","User Defined","0","0"
"baseRunningPracticeRelated","806f6218","Function","Global","User Defined","3","0"
"practiceRel","806f66b4","Function","practice","User Defined","0","0"
"FUN_806f6828","806f6828","Function","Global","Default","0","0"
"baseRunningPracticeControl","806f6870","Function","Global","User Defined","1","0"
"FUN_806f6a40","806f6a40","Function","Global","Default","0","0"
"checkFielderCollision","806f6cc0","Function","Global","User Defined","1","0"
"isCoordinateUncatchableTerrain","806f6d70","Function","Global","User Defined","7","0"
"foul_isBallWithin3mFair?","806f6e00","Function","Global","User Defined","6","0"
"foul_ifBallConsideredPastTheBases","806f6e6c","Function","Global","User Defined","4","0"
"foul_checkIfFoul","806f6ea4","Function","unsure","User Defined","13","0"
"FUN_806f6ed8","806f6ed8","Function","Global","Default","2","0"
"DistanceSquared","806f6f84","Function","Global","User Defined","4","0"
"CrossProduct","806f6fac","Function","Global","User Defined","2","0"
"rng","806f7004","Function","Global","User Defined","23","0"
